"Id";"municipioCod";"municipio";"departamentoId";"munic_fonetico";"dept_fonetico";"key_munc";"cod_Ciudad_DANE";"Munc_Depto"
1067;"325";"SAN LUIS DE PALENQUE";"85";"SAN LUIS DE PALENQUE";"sasanare";"SAN LUIS DE PALENQUE-sasanare";"85325";"SAN LUIS DE PALENQUE - Casanare"
1068;"400";"TÁMARA";"85";"TanARA";"sasanare";"TanARA-sasanare";"85400";"TÁMARA - Casanare"
1069;"410";"TAURAMENA";"85";"TAURAnENA";"sasanare";"TAURAnENA-sasanare";"85410";"TAURAMENA - Casanare"
1070;"430";"TRINIDAD";"85";"TRINIDAD";"sasanare";"TRINIDAD-sasanare";"85430";"TRINIDAD - Casanare"
1071;"440";"VILLANUEVA";"85";"VIiANUEVA";"sasanare";"VIiANUEVA-sasanare";"85440";"VILLANUEVA - Casanare"
1072;"001";"MOCOA";"86";"nOsOA";"Putunaio";"nOsOA-Putunaio";"86001";"MOCOA - Putumayo"
1073;"219";"COLÓN";"86";"sOLoN";"Putunaio";"sOLoN-Putunaio";"86219";"COLÓN - Putumayo"
1074;"320";"ORITO";"86";"ORITO";"Putunaio";"ORITO-Putunaio";"86320";"ORITO - Putumayo"
1075;"568";"PUERTO ASÍS";"86";"PUERTO ASiS";"Putunaio";"PUERTO ASiS-Putunaio";"86568";"PUERTO ASÍS - Putumayo"
1076;"569";"PUERTO CAICEDO";"86";"PUERTO sAIsEDO";"Putunaio";"PUERTO sAIsEDO-Putunaio";"86569";"PUERTO CAICEDO - Putumayo"
1077;"571";"PUERTO GUZMÁN";"86";"PUERTO jUsnaN";"Putunaio";"PUERTO jUsnaN-Putunaio";"86571";"PUERTO GUZMÁN - Putumayo"
1078;"573";"LEGUÍZAMO";"86";"LEjUisAnO";"Putunaio";"LEjUisAnO-Putunaio";"86573";"LEGUÍZAMO - Putumayo"
1079;"749";"SIBUNDOY";"86";"SIvUNDOi";"Putunaio";"SIvUNDOi-Putunaio";"86749";"SIBUNDOY - Putumayo"
1080;"755";"SAN FRANCISCO";"86";"SAN FRANsISsO";"Putunaio";"SAN FRANsISsO-Putunaio";"86755";"SAN FRANCISCO - Putumayo"
1081;"757";"SAN MIGUEL";"86";"SAN nIjUEL";"Putunaio";"SAN nIjUEL-Putunaio";"86757";"SAN MIGUEL - Putumayo"
1082;"760";"SANTIAGO";"86";"SANTIAjO";"Putunaio";"SANTIAjO-Putunaio";"86760";"SANTIAGO - Putumayo"
1083;"865";"VALLE DEL GUAMUEZ";"86";"VAl DEL jUAnUEs";"Putunaio";"VAl DEL jUAnUEs-Putunaio";"86865";"VALLE DEL GUAMUEZ - Putumayo"
1084;"885";"VILLAGARZÓN";"86";"VIiAjARsoN";"Putunaio";"VIiAjARsoN-Putunaio";"86885";"VILLAGARZÓN - Putumayo"
1085;"001";"SAN ANDRÉS";"88";"SAN ANDReS";"San Andres, Providensia i Santa satalina";"SAN ANDReS-San Andres, Providensia i Santa satalina";"88001";"SAN ANDRÉS - San Andrés, Providencia y Santa Catalina"
1086;"564";"PROVIDENCIA";"88";"PROVIDENsIA";"San Andres, Providensia i Santa satalina";"PROVIDENsIA-San Andres, Providensia i Santa satalina";"88564";"PROVIDENCIA - San Andrés, Providencia y Santa Catalina"
1087;"001";"LETICIA";"91";"LETIsIA";"Anasonas";"LETIsIA-Anasonas";"91001";"LETICIA - Amazonas"
1088;"263";"EL ENCANTO";"91";"EL ENsANTO";"Anasonas";"EL ENsANTO-Anasonas";"91263";"EL ENCANTO - Amazonas"
1089;"405";"LA CHORRERA";"91";"LA sOrERA";"Anasonas";"LA sOrERA-Anasonas";"91405";"LA CHORRERA - Amazonas"
1090;"407";"LA PEDRERA";"91";"LA PEDRERA";"Anasonas";"LA PEDRERA-Anasonas";"91407";"LA PEDRERA - Amazonas"
1091;"430";"LA VICTORIA";"91";"LA VIsTORIA";"Anasonas";"LA VIsTORIA-Anasonas";"91430";"LA VICTORIA - Amazonas"
1092;"460";"MIRITI-PARANÁ";"91";"nIRITI-PARANa";"Anasonas";"nIRITI-PARANa-Anasonas";"91460";"MIRITI-PARANÁ - Amazonas"
1093;"530";"PUERTO ALEGRÍA";"91";"PUERTO ALEjRiA";"Anasonas";"PUERTO ALEjRiA-Anasonas";"91530";"PUERTO ALEGRÍA - Amazonas"
1094;"536";"PUERTO ARICA";"91";"PUERTO ARIsA";"Anasonas";"PUERTO ARIsA-Anasonas";"91536";"PUERTO ARICA - Amazonas"
1095;"540";"PUERTO NARIÑO";"91";"PUERTO NARInO";"Anasonas";"PUERTO NARInO-Anasonas";"91540";"PUERTO NARIÑO - Amazonas"
1096;"669";"PUERTO SANTANDER";"91";"PUERTO SANTANDER";"Anasonas";"PUERTO SANTANDER-Anasonas";"91669";"PUERTO SANTANDER - Amazonas"
1097;"798";"TARAPACÁ";"91";"TARAPAsa";"Anasonas";"TARAPAsa-Anasonas";"91798";"TARAPACÁ - Amazonas"
1098;"001";"INÍRIDA";"94";"INiRIDA";"juainia";"INiRIDA-juainia";"94001";"INÍRIDA - Guainía"
1099;"343";"BARRANCO MINAS";"94";"vArANsO nINAS";"juainia";"vArANsO nINAS-juainia";"94343";"BARRANCO MINAS - Guainía"
1100;"663";"MAPIRIPANA";"94";"nAPIRIPANA";"juainia";"nAPIRIPANA-juainia";"94663";"MAPIRIPANA - Guainía"
1101;"883";"SAN FELIPE";"94";"SAN FELIPE";"juainia";"SAN FELIPE-juainia";"94883";"SAN FELIPE - Guainía"
1102;"884";"PUERTO COLOMBIA";"94";"PUERTO sOLOnvIA";"juainia";"PUERTO sOLOnvIA-juainia";"94884";"PUERTO COLOMBIA - Guainía"
1103;"885";"LA GUADALUPE";"94";"LA jUADALUPE";"juainia";"LA jUADALUPE-juainia";"94885";"LA GUADALUPE - Guainía"
1104;"886";"CACAHUAL";"94";"sAsAUAL";"juainia";"sAsAUAL-juainia";"94886";"CACAHUAL - Guainía"
1105;"887";"PANA PANA";"94";"PANA PANA";"juainia";"PANA PANA-juainia";"94887";"PANA PANA - Guainía"
1106;"888";"MORICHAL";"94";"nORIsAL";"juainia";"nORIsAL-juainia";"94888";"MORICHAL - Guainía"
1107;"001";"SAN JOSÉ DEL GUAVIARE";"95";"SAN JOSe DEL jUAVIARE";"juaviare";"SAN JOSe DEL jUAVIARE-juaviare";"95001";"SAN JOSÉ DEL GUAVIARE - Guaviare"
1108;"015";"CALAMAR";"95";"sALAnAR";"juaviare";"sALAnAR-juaviare";"95015";"CALAMAR - Guaviare"
1109;"025";"EL RETORNO";"95";"EL RETORNO";"juaviare";"EL RETORNO-juaviare";"95025";"EL RETORNO - Guaviare"
1110;"200";"MIRAFLORES";"95";"nIRAFLORES";"juaviare";"nIRAFLORES-juaviare";"95200";"MIRAFLORES - Guaviare"
1111;"001";"MITÚ";"97";"nITu";"Vaupes";"nITu-Vaupes";"97001";"MITÚ - Vaupés"
1112;"161";"CARURU";"97";"sARURU";"Vaupes";"sARURU-Vaupes";"97161";"CARURU - Vaupés"
1113;"511";"PACOA";"97";"PAsOA";"Vaupes";"PAsOA-Vaupes";"97511";"PACOA - Vaupés"
1114;"666";"TARAIRA";"97";"TARAIRA";"Vaupes";"TARAIRA-Vaupes";"97666";"TARAIRA - Vaupés"
1115;"777";"PAPUNAUA";"97";"PAPUNAUA";"Vaupes";"PAPUNAUA-Vaupes";"97777";"PAPUNAUA - Vaupés"
1116;"889";"YAVARATÉ";"97";"iAVARATe";"Vaupes";"iAVARATe-Vaupes";"97889";"YAVARATÉ - Vaupés"
1117;"001";"PUERTO CARREÑO";"99";"PUERTO sArEnO";"Visada";"PUERTO sArEnO-Visada";"99001";"PUERTO CARREÑO - Vichada"
1118;"524";"LA PRIMAVERA";"99";"LA PRInAVERA";"Visada";"LA PRInAVERA-Visada";"99524";"LA PRIMAVERA - Vichada"
1119;"624";"SANTA ROSALÍA";"99";"SANTA ROSALiA";"Visada";"SANTA ROSALiA-Visada";"99624";"SANTA ROSALÍA - Vichada"
1120;"773";"CUMARIBO";"99";"sUnARIvO";"Visada";"sUnARIvO-Visada";"99773";"CUMARIBO - Vichada"
2000;"815";"TUCHÍN";"23";;;;"23815";"TUCHÍN - Córdoba"
2001;"685";"SAN JOSÉ DE URÉ";"23";;;;"23685";"SAN JOSÉ DE URÉ - Córdoba"
