"Id";"municipioCod";"municipio";"departamentoId";"munic_fonetico";"dept_fonetico";"key_munc";"cod_Ciudad_DANE";"Munc_Depto"
856;"152";"CARCASÍ";"68";"sARsASi";"Santander";"sARsASi-Santander";"68152";"CARCASÍ - Santander"
857;"160";"CEPITÁ";"68";"sEPITa";"Santander";"sEPITa-Santander";"68160";"CEPITÁ - Santander"
858;"162";"CERRITO";"68";"sErITO";"Santander";"sErITO-Santander";"68162";"CERRITO - Santander"
859;"167";"CHARALÁ";"68";"sARALa";"Santander";"sARALa-Santander";"68167";"CHARALÁ - Santander"
860;"169";"CHARTA";"68";"sARTA";"Santander";"sARTA-Santander";"68169";"CHARTA - Santander"
861;"176";"CHIMA";"68";"sInA";"Santander";"sInA-Santander";"68176";"CHIMA - Santander"
862;"179";"CHIPATÁ";"68";"sIPATa";"Santander";"sIPATa-Santander";"68179";"CHIPATÁ - Santander"
863;"190";"CIMITARRA";"68";"sInITArA";"Santander";"sInITArA-Santander";"68190";"CIMITARRA - Santander"
864;"207";"CONCEPCIÓN";"68";"sONsEPsIoN";"Santander";"sONsEPsIoN-Santander";"68207";"CONCEPCIÓN - Santander"
865;"209";"CONFINES";"68";"sONFINES";"Santander";"sONFINES-Santander";"68209";"CONFINES - Santander"
866;"211";"CONTRATACIÓN";"68";"sONTRATAsIoN";"Santander";"sONTRATAsIoN-Santander";"68211";"CONTRATACIÓN - Santander"
867;"217";"COROMORO";"68";"sOROnORO";"Santander";"sOROnORO-Santander";"68217";"COROMORO - Santander"
868;"229";"CURITÍ";"68";"sURITi";"Santander";"sURITi-Santander";"68229";"CURITÍ - Santander"
869;"235";"EL CARMEN DE CHUCURÍ";"68";"EL sARnEN DE sUsURi";"Santander";"EL sARnEN DE sUsURi-Santander";"68235";"EL CARMEN DE CHUCURÍ - Santander"
870;"245";"EL GUACAMAYO";"68";"EL jUAsAnAiO";"Santander";"EL jUAsAnAiO-Santander";"68245";"EL GUACAMAYO - Santander"
871;"250";"EL PEÑÓN";"68";"EL PEnoN";"Santander";"EL PEnoN-Santander";"68250";"EL PEÑÓN - Santander"
872;"255";"EL PLAYÓN";"68";"EL PLAioN";"Santander";"EL PLAioN-Santander";"68255";"EL PLAYÓN - Santander"
873;"264";"ENCINO";"68";"ENsINO";"Santander";"ENsINO-Santander";"68264";"ENCINO - Santander"
874;"266";"ENCISO";"68";"ENsISO";"Santander";"ENsISO-Santander";"68266";"ENCISO - Santander"
875;"271";"FLORIÁN";"68";"FLORIaN";"Santander";"FLORIaN-Santander";"68271";"FLORIÁN - Santander"
876;"276";"FLORIDABLANCA";"68";"FLORIDAvLANsA";"Santander";"FLORIDAvLANsA-Santander";"68276";"FLORIDABLANCA - Santander"
877;"296";"GALÁN";"68";"jALaN";"Santander";"jALaN-Santander";"68296";"GALÁN - Santander"
878;"298";"GAMBITA";"68";"jAnvITA";"Santander";"jAnvITA-Santander";"68298";"GAMBITA - Santander"
879;"307";"GIRÓN";"68";"jIRoN";"Santander";"jIRoN-Santander";"68307";"GIRÓN - Santander"
880;"318";"GUACA";"68";"jUAsA";"Santander";"jUAsA-Santander";"68318";"GUACA - Santander"
881;"320";"GUADALUPE";"68";"jUADALUPE";"Santander";"jUADALUPE-Santander";"68320";"GUADALUPE - Santander"
882;"322";"GUAPOTÁ";"68";"jUAPOTa";"Santander";"jUAPOTa-Santander";"68322";"GUAPOTÁ - Santander"
883;"324";"GUAVATÁ";"68";"jUAVATa";"Santander";"jUAVATa-Santander";"68324";"GUAVATÁ - Santander"
884;"327";"GÜEPSA";"68";"jÜEPSA";"Santander";"jÜEPSA-Santander";"68327";"GÜEPSA - Santander"
885;"344";"HATO";"68";"ATO";"Santander";"ATO-Santander";"68344";"HATO - Santander"
886;"368";"JESÚS MARÍA";"68";"JESuS nARiA";"Santander";"JESuS nARiA-Santander";"68368";"JESÚS MARÍA - Santander"
887;"370";"JORDÁN";"68";"JORDaN";"Santander";"JORDaN-Santander";"68370";"JORDÁN - Santander"
888;"377";"LA BELLEZA";"68";"LA vElsA";"Santander";"LA vElsA-Santander";"68377";"LA BELLEZA - Santander"
889;"385";"LANDÁZURI";"68";"LANDasURI";"Santander";"LANDasURI-Santander";"68385";"LANDÁZURI - Santander"
890;"397";"LA PAZ";"68";"LA PAs";"Santander";"LA PAs-Santander";"68397";"LA PAZ - Santander"
891;"406";"LEBRIJA";"68";"LEvRIJA";"Santander";"LEvRIJA-Santander";"68406";"LEBRIJA - Santander"
892;"418";"LOS SANTOS";"68";"LOS SANTOS";"Santander";"LOS SANTOS-Santander";"68418";"LOS SANTOS - Santander"
893;"425";"MACARAVITA";"68";"nAsARAVITA";"Santander";"nAsARAVITA-Santander";"68425";"MACARAVITA - Santander"
894;"432";"MÁLAGA";"68";"naLAjA";"Santander";"naLAjA-Santander";"68432";"MÁLAGA - Santander"
895;"444";"MATANZA";"68";"nATANsA";"Santander";"nATANsA-Santander";"68444";"MATANZA - Santander"
896;"464";"MOGOTES";"68";"nOjOTES";"Santander";"nOjOTES-Santander";"68464";"MOGOTES - Santander"
897;"468";"MOLAGAVITA";"68";"nOLAjAVITA";"Santander";"nOLAjAVITA-Santander";"68468";"MOLAGAVITA - Santander"
898;"498";"OCAMONTE";"68";"OsAnONTE";"Santander";"OsAnONTE-Santander";"68498";"OCAMONTE - Santander"
899;"500";"OIBA";"68";"OIvA";"Santander";"OIvA-Santander";"68500";"OIBA - Santander"
900;"502";"ONZAGA";"68";"ONsAjA";"Santander";"ONsAjA-Santander";"68502";"ONZAGA - Santander"
901;"522";"PALMAR";"68";"PALnAR";"Santander";"PALnAR-Santander";"68522";"PALMAR - Santander"
902;"524";"PALMAS DEL SOCORRO";"68";"PALnAS DEL SOsOrO";"Santander";"PALnAS DEL SOsOrO-Santander";"68524";"PALMAS DEL SOCORRO - Santander"
903;"533";"PÁRAMO";"68";"PaRAnO";"Santander";"PaRAnO-Santander";"68533";"PÁRAMO - Santander"
904;"547";"PIEDECUESTA";"68";"PIEDEsUESTA";"Santander";"PIEDEsUESTA-Santander";"68547";"PIEDECUESTA - Santander"
905;"549";"PINCHOTE";"68";"PINsOTE";"Santander";"PINsOTE-Santander";"68549";"PINCHOTE - Santander"
906;"572";"PUENTE NACIONAL";"68";"PUENTE NAsIONAL";"Santander";"PUENTE NAsIONAL-Santander";"68572";"PUENTE NACIONAL - Santander"
907;"573";"PUERTO PARRA";"68";"PUERTO PArA";"Santander";"PUERTO PArA-Santander";"68573";"PUERTO PARRA - Santander"
908;"575";"PUERTO WILCHES";"68";"PUERTO uILsES";"Santander";"PUERTO uILsES-Santander";"68575";"PUERTO WILCHES - Santander"
909;"615";"RIONEGRO";"68";"RIONEjRO";"Santander";"RIONEjRO-Santander";"68615";"RIONEGRO - Santander"
910;"655";"SABANA DE TORRES";"68";"SAvANA DE TOrES";"Santander";"SAvANA DE TOrES-Santander";"68655";"SABANA DE TORRES - Santander"
911;"669";"SAN ANDRÉS";"68";"SAN ANDReS";"Santander";"SAN ANDReS-Santander";"68669";"SAN ANDRÉS - Santander"
912;"673";"SAN BENITO";"68";"SAN vENITO";"Santander";"SAN vENITO-Santander";"68673";"SAN BENITO - Santander"
913;"679";"SAN GIL";"68";"SAN jIL";"Santander";"SAN jIL-Santander";"68679";"SAN GIL - Santander"
914;"682";"SAN JOAQUÍN";"68";"SAN JOAQUiN";"Santander";"SAN JOAQUiN-Santander";"68682";"SAN JOAQUÍN - Santander"
915;"684";"SAN JOSÉ DE MIRANDA";"68";"SAN JOSe DE nIRANDA";"Santander";"SAN JOSe DE nIRANDA-Santander";"68684";"SAN JOSÉ DE MIRANDA - Santander"
916;"686";"SAN MIGUEL";"68";"SAN nIjUEL";"Santander";"SAN nIjUEL-Santander";"68686";"SAN MIGUEL - Santander"
917;"689";"SAN VICENTE DE CHUCURÍ";"68";"SAN VIsENTE DE sUsURi";"Santander";"SAN VIsENTE DE sUsURi-Santander";"68689";"SAN VICENTE DE CHUCURÍ - Santander"
918;"705";"SANTA BÁRBARA";"68";"SANTA vaRvARA";"Santander";"SANTA vaRvARA-Santander";"68705";"SANTA BÁRBARA - Santander"
919;"720";"SANTA HELENA DEL OPÓN";"68";"SANTA ELENA DEL OPoN";"Santander";"SANTA ELENA DEL OPoN-Santander";"68720";"SANTA HELENA DEL OPÓN - Santander"
920;"745";"SIMACOTA";"68";"SInAsOTA";"Santander";"SInAsOTA-Santander";"68745";"SIMACOTA - Santander"
921;"755";"SOCORRO";"68";"SOsOrO";"Santander";"SOsOrO-Santander";"68755";"SOCORRO - Santander"
922;"770";"SUAITA";"68";"SUAITA";"Santander";"SUAITA-Santander";"68770";"SUAITA - Santander"
923;"773";"SUCRE";"68";"SUsRE";"Santander";"SUsRE-Santander";"68773";"SUCRE - Santander"
924;"780";"SURATÁ";"68";"SURATa";"Santander";"SURATa-Santander";"68780";"SURATÁ - Santander"
925;"820";"TONA";"68";"TONA";"Santander";"TONA-Santander";"68820";"TONA - Santander"
926;"855";"VALLE DE SAN JOSÉ";"68";"VAl DE SAN JOSe";"Santander";"VAl DE SAN JOSe-Santander";"68855";"VALLE DE SAN JOSÉ - Santander"
927;"861";"VÉLEZ";"68";"VeLEs";"Santander";"VeLEs-Santander";"68861";"VÉLEZ - Santander"
928;"867";"VETAS";"68";"VETAS";"Santander";"VETAS-Santander";"68867";"VETAS - Santander"
929;"872";"VILLANUEVA";"68";"VIiANUEVA";"Santander";"VIiANUEVA-Santander";"68872";"VILLANUEVA - Santander"
930;"895";"ZAPATOCA";"68";"sAPATOsA";"Santander";"sAPATOsA-Santander";"68895";"ZAPATOCA - Santander"
931;"001";"SINCELEJO";"70";"SINsELEJO";"Susre";"SINsELEJO-Susre";"70001";"SINCELEJO - Sucre"
932;"110";"BUENAVISTA";"70";"vUENAVISTA";"Susre";"vUENAVISTA-Susre";"70110";"BUENAVISTA - Sucre"
933;"124";"CAIMITO";"70";"sAInITO";"Susre";"sAInITO-Susre";"70124";"CAIMITO - Sucre"
934;"204";"COLOSO";"70";"sOLOSO";"Susre";"sOLOSO-Susre";"70204";"COLOSO - Sucre"
935;"215";"COROZAL";"70";"sOROsAL";"Susre";"sOROsAL-Susre";"70215";"COROZAL - Sucre"
936;"221";"COVEÑAS";"70";"sOVEnAS";"Susre";"sOVEnAS-Susre";"70221";"COVEÑAS - Sucre"
937;"230";"CHALÁN";"70";"sALaN";"Susre";"sALaN-Susre";"70230";"CHALÁN - Sucre"
938;"233";"EL ROBLE";"70";"EL ROvLE";"Susre";"EL ROvLE-Susre";"70233";"EL ROBLE - Sucre"
939;"235";"GALERAS";"70";"jALERAS";"Susre";"jALERAS-Susre";"70235";"GALERAS - Sucre"
940;"265";"GUARANDA";"70";"jUARANDA";"Susre";"jUARANDA-Susre";"70265";"GUARANDA - Sucre"
941;"400";"LA UNIÓN";"70";"LA UNIoN";"Susre";"LA UNIoN-Susre";"70400";"LA UNIÓN - Sucre"
942;"418";"LOS PALMITOS";"70";"LOS PALnITOS";"Susre";"LOS PALnITOS-Susre";"70418";"LOS PALMITOS - Sucre"
943;"429";"MAJAGUAL";"70";"nAJAjUAL";"Susre";"nAJAjUAL-Susre";"70429";"MAJAGUAL - Sucre"
944;"473";"MORROA";"70";"nOrOA";"Susre";"nOrOA-Susre";"70473";"MORROA - Sucre"
945;"508";"OVEJAS";"70";"OVEJAS";"Susre";"OVEJAS-Susre";"70508";"OVEJAS - Sucre"
946;"523";"PALMITO";"70";"PALnITO";"Susre";"PALnITO-Susre";"70523";"PALMITO - Sucre"
947;"670";"SAMPUÉS";"70";"SAnPUeS";"Susre";"SAnPUeS-Susre";"70670";"SAMPUÉS - Sucre"
948;"678";"SAN BENITO ABAD";"70";"SAN vENITO AvAD";"Susre";"SAN vENITO AvAD-Susre";"70678";"SAN BENITO ABAD - Sucre"
949;"702";"SAN JUAN DE BETULIA";"70";"SAN JUAN DE vETULIA";"Susre";"SAN JUAN DE vETULIA-Susre";"70702";"SAN JUAN DE BETULIA - Sucre"
950;"708";"SAN MARCOS";"70";"SAN nARsOS";"Susre";"SAN nARsOS-Susre";"70708";"SAN MARCOS - Sucre"
951;"713";"SAN ONOFRE";"70";"SAN ONOFRE";"Susre";"SAN ONOFRE-Susre";"70713";"SAN ONOFRE - Sucre"
952;"717";"SAN PEDRO";"70";"SAN PEDRO";"Susre";"SAN PEDRO-Susre";"70717";"SAN PEDRO - Sucre"
953;"742";"SAN LUIS DE SINCÉ";"70";"SAN LUIS DE SINse";"Susre";"SAN LUIS DE SINse-Susre";"70742";"SAN LUIS DE SINCÉ - Sucre"
954;"771";"SUCRE";"70";"SUsRE";"Susre";"SUsRE-Susre";"70771";"SUCRE - Sucre"
955;"820";"SANTIAGO DE TOLÚ";"70";"SANTIAjO DE TOLu";"Susre";"SANTIAjO DE TOLu-Susre";"70820";"SANTIAGO DE TOLÚ - Sucre"
956;"823";"TOLÚ VIEJO";"70";"TOLu VIEJO";"Susre";"TOLu VIEJO-Susre";"70823";"TOLÚ VIEJO - Sucre"
957;"001";"IBAGUÉ";"73";"IvAjUe";"Tolina";"IvAjUe-Tolina";"73001";"IBAGUÉ - Tolima"
958;"024";"ALPUJARRA";"73";"ALPUJArA";"Tolina";"ALPUJArA-Tolina";"73024";"ALPUJARRA - Tolima"
959;"026";"ALVARADO";"73";"ALVARADO";"Tolina";"ALVARADO-Tolina";"73026";"ALVARADO - Tolima"
960;"030";"AMBALEMA";"73";"AnvALEnA";"Tolina";"AnvALEnA-Tolina";"73030";"AMBALEMA - Tolima"
961;"043";"ANZOÁTEGUI";"73";"ANsOaTEjUI";"Tolina";"ANsOaTEjUI-Tolina";"73043";"ANZOÁTEGUI - Tolima"
962;"055";"ARMERO";"73";"ARnERO";"Tolina";"ARnERO-Tolina";"73055";"ARMERO - Tolima"
963;"067";"ATACO";"73";"ATAsO";"Tolina";"ATAsO-Tolina";"73067";"ATACO - Tolima"
964;"124";"CAJAMARCA";"73";"sAJAnARsA";"Tolina";"sAJAnARsA-Tolina";"73124";"CAJAMARCA - Tolima"
965;"148";"CARMEN DE APICALÁ";"73";"sARnEN DE APIsALa";"Tolina";"sARnEN DE APIsALa-Tolina";"73148";"CARMEN DE APICALÁ - Tolima"
966;"152";"CASABIANCA";"73";"sASAvIANsA";"Tolina";"sASAvIANsA-Tolina";"73152";"CASABIANCA - Tolima"
967;"168";"CHAPARRAL";"73";"sAPArAL";"Tolina";"sAPArAL-Tolina";"73168";"CHAPARRAL - Tolima"
968;"200";"COELLO";"73";"sOEiO";"Tolina";"sOEiO-Tolina";"73200";"COELLO - Tolima"
969;"217";"COYAIMA";"73";"sOiAInA";"Tolina";"sOiAInA-Tolina";"73217";"COYAIMA - Tolima"
970;"226";"CUNDAY";"73";"sUNDAi";"Tolina";"sUNDAi-Tolina";"73226";"CUNDAY - Tolima"
971;"236";"DOLORES";"73";"DOLORES";"Tolina";"DOLORES-Tolina";"73236";"DOLORES - Tolima"
972;"268";"ESPINAL";"73";"ESPINAL";"Tolina";"ESPINAL-Tolina";"73268";"ESPINAL - Tolima"
973;"270";"FALAN";"73";"FALAN";"Tolina";"FALAN-Tolina";"73270";"FALAN - Tolima"
974;"275";"FLANDES";"73";"FLANDES";"Tolina";"FLANDES-Tolina";"73275";"FLANDES - Tolima"
975;"283";"FRESNO";"73";"FRESNO";"Tolina";"FRESNO-Tolina";"73283";"FRESNO - Tolima"
976;"319";"GUAMO";"73";"jUAnO";"Tolina";"jUAnO-Tolina";"73319";"GUAMO - Tolima"
977;"347";"HERVEO";"73";"ERVEO";"Tolina";"ERVEO-Tolina";"73347";"HERVEO - Tolima"
978;"349";"HONDA";"73";"ONDA";"Tolina";"ONDA-Tolina";"73349";"HONDA - Tolima"
979;"352";"ICONONZO";"73";"IsONONsO";"Tolina";"IsONONsO-Tolina";"73352";"ICONONZO - Tolima"
980;"408";"LÉRIDA";"73";"LeRIDA";"Tolina";"LeRIDA-Tolina";"73408";"LÉRIDA - Tolima"
981;"411";"LÍBANO";"73";"LivANO";"Tolina";"LivANO-Tolina";"73411";"LÍBANO - Tolima"
982;"443";"MARIQUITA";"73";"nARIQUITA";"Tolina";"nARIQUITA-Tolina";"73443";"MARIQUITA - Tolima"
983;"449";"MELGAR";"73";"nELjAR";"Tolina";"nELjAR-Tolina";"73449";"MELGAR - Tolima"
984;"461";"MURILLO";"73";"nURIiO";"Tolina";"nURIiO-Tolina";"73461";"MURILLO - Tolima"
985;"483";"NATAGAIMA";"73";"NATAjAInA";"Tolina";"NATAjAInA-Tolina";"73483";"NATAGAIMA - Tolima"
986;"504";"ORTEGA";"73";"ORTEjA";"Tolina";"ORTEjA-Tolina";"73504";"ORTEGA - Tolima"
987;"520";"PALOCABILDO";"73";"PALOsAvILDO";"Tolina";"PALOsAvILDO-Tolina";"73520";"PALOCABILDO - Tolima"
988;"547";"PIEDRAS";"73";"PIEDRAS";"Tolina";"PIEDRAS-Tolina";"73547";"PIEDRAS - Tolima"
989;"555";"PLANADAS";"73";"PLANADAS";"Tolina";"PLANADAS-Tolina";"73555";"PLANADAS - Tolima"
990;"563";"PRADO";"73";"PRADO";"Tolina";"PRADO-Tolina";"73563";"PRADO - Tolima"
991;"585";"PURIFICACIÓN";"73";"PURIFIsAsIoN";"Tolina";"PURIFIsAsIoN-Tolina";"73585";"PURIFICACIÓN - Tolima"
992;"616";"RIOBLANCO";"73";"RIOvLANsO";"Tolina";"RIOvLANsO-Tolina";"73616";"RIOBLANCO - Tolima"
993;"622";"RONCESVALLES";"73";"RONsESVAlS";"Tolina";"RONsESVAlS-Tolina";"73622";"RONCESVALLES - Tolima"
994;"624";"ROVIRA";"73";"ROVIRA";"Tolina";"ROVIRA-Tolina";"73624";"ROVIRA - Tolima"
995;"671";"SALDAÑA";"73";"SALDAnA";"Tolina";"SALDAnA-Tolina";"73671";"SALDAÑA - Tolima"
996;"675";"SAN ANTONIO";"73";"SAN ANTONIO";"Tolina";"SAN ANTONIO-Tolina";"73675";"SAN ANTONIO - Tolima"
997;"678";"SAN LUIS";"73";"SAN LUIS";"Tolina";"SAN LUIS-Tolina";"73678";"SAN LUIS - Tolima"
998;"686";"SANTA ISABEL";"73";"SANTA ISAvEL";"Tolina";"SANTA ISAvEL-Tolina";"73686";"SANTA ISABEL - Tolima"
999;"770";"SUÁREZ";"73";"SUaREs";"Tolina";"SUaREs-Tolina";"73770";"SUÁREZ - Tolima"
1000;"854";"VALLE DE SAN JUAN";"73";"VAl DE SAN JUAN";"Tolina";"VAl DE SAN JUAN-Tolina";"73854";"VALLE DE SAN JUAN - Tolima"
1001;"861";"VENADILLO";"73";"VENADIiO";"Tolina";"VENADIiO-Tolina";"73861";"VENADILLO - Tolima"
1002;"870";"VILLAHERMOSA";"73";"VIiAERnOSA";"Tolina";"VIiAERnOSA-Tolina";"73870";"VILLAHERMOSA - Tolima"
1003;"873";"VILLARRICA";"73";"VIiArIsA";"Tolina";"VIiArIsA-Tolina";"73873";"VILLARRICA - Tolima"
1004;"001";"CALI";"76";"sALI";"Val del sausa";"sALI-Val del sausa";"76001";"CALI - Valle del Cauca"
1005;"020";"ALCALÁ";"76";"ALsALa";"Val del sausa";"ALsALa-Val del sausa";"76020";"ALCALÁ - Valle del Cauca"
1006;"036";"ANDALUCÍA";"76";"ANDALUsiA";"Val del sausa";"ANDALUsiA-Val del sausa";"76036";"ANDALUCÍA - Valle del Cauca"
1007;"041";"ANSERMANUEVO";"76";"ANSERnANUEVO";"Val del sausa";"ANSERnANUEVO-Val del sausa";"76041";"ANSERMANUEVO - Valle del Cauca"
1008;"054";"ARGELIA";"76";"ARjELIA";"Val del sausa";"ARjELIA-Val del sausa";"76054";"ARGELIA - Valle del Cauca"
1009;"100";"BOLÍVAR";"76";"vOLiVAR";"Val del sausa";"vOLiVAR-Val del sausa";"76100";"BOLÍVAR - Valle del Cauca"
1010;"109";"BUENAVENTURA";"76";"vUENAVENTURA";"Val del sausa";"vUENAVENTURA-Val del sausa";"76109";"BUENAVENTURA - Valle del Cauca"
1011;"111";"GUADALAJARA DE BUGA";"76";"jUADALAJARA DE vUjA";"Val del sausa";"jUADALAJARA DE vUjA-Val del sausa";"76111";"GUADALAJARA DE BUGA - Valle del Cauca"
1012;"113";"BUGALAGRANDE";"76";"vUjALAjRANDE";"Val del sausa";"vUjALAjRANDE-Val del sausa";"76113";"BUGALAGRANDE - Valle del Cauca"
1013;"122";"CAICEDONIA";"76";"sAIsEDONIA";"Val del sausa";"sAIsEDONIA-Val del sausa";"76122";"CAICEDONIA - Valle del Cauca"
1014;"126";"CALIMA";"76";"sALInA";"Val del sausa";"sALInA-Val del sausa";"76126";"CALIMA - Valle del Cauca"
1015;"130";"CANDELARIA";"76";"sANDELARIA";"Val del sausa";"sANDELARIA-Val del sausa";"76130";"CANDELARIA - Valle del Cauca"
1016;"147";"CARTAGO";"76";"sARTAjO";"Val del sausa";"sARTAjO-Val del sausa";"76147";"CARTAGO - Valle del Cauca"
1017;"233";"DAGUA";"76";"DAjUA";"Val del sausa";"DAjUA-Val del sausa";"76233";"DAGUA - Valle del Cauca"
1018;"243";"EL ÁGUILA";"76";"EL ajUILA";"Val del sausa";"EL ajUILA-Val del sausa";"76243";"EL ÁGUILA - Valle del Cauca"
1019;"246";"EL CAIRO";"76";"EL sAIRO";"Val del sausa";"EL sAIRO-Val del sausa";"76246";"EL CAIRO - Valle del Cauca"
1020;"248";"EL CERRITO";"76";"EL sErITO";"Val del sausa";"EL sErITO-Val del sausa";"76248";"EL CERRITO - Valle del Cauca"
1021;"250";"EL DOVIO";"76";"EL DOVIO";"Val del sausa";"EL DOVIO-Val del sausa";"76250";"EL DOVIO - Valle del Cauca"
1022;"275";"FLORIDA";"76";"FLORIDA";"Val del sausa";"FLORIDA-Val del sausa";"76275";"FLORIDA - Valle del Cauca"
1023;"306";"GINEBRA";"76";"jINEvRA";"Val del sausa";"jINEvRA-Val del sausa";"76306";"GINEBRA - Valle del Cauca"
1024;"318";"GUACARÍ";"76";"jUAsARi";"Val del sausa";"jUAsARi-Val del sausa";"76318";"GUACARÍ - Valle del Cauca"
1025;"364";"JAMUNDÍ";"76";"JAnUNDi";"Val del sausa";"JAnUNDi-Val del sausa";"76364";"JAMUNDÍ - Valle del Cauca"
1026;"377";"LA CUMBRE";"76";"LA sUnvRE";"Val del sausa";"LA sUnvRE-Val del sausa";"76377";"LA CUMBRE - Valle del Cauca"
1027;"400";"LA UNIÓN";"76";"LA UNIoN";"Val del sausa";"LA UNIoN-Val del sausa";"76400";"LA UNIÓN - Valle del Cauca"
1028;"403";"LA VICTORIA";"76";"LA VIsTORIA";"Val del sausa";"LA VIsTORIA-Val del sausa";"76403";"LA VICTORIA - Valle del Cauca"
1029;"497";"OBANDO";"76";"OvANDO";"Val del sausa";"OvANDO-Val del sausa";"76497";"OBANDO - Valle del Cauca"
1030;"520";"PALMIRA";"76";"PALnIRA";"Val del sausa";"PALnIRA-Val del sausa";"76520";"PALMIRA - Valle del Cauca"
1031;"563";"PRADERA";"76";"PRADERA";"Val del sausa";"PRADERA-Val del sausa";"76563";"PRADERA - Valle del Cauca"
1032;"606";"RESTREPO";"76";"RESTREPO";"Val del sausa";"RESTREPO-Val del sausa";"76606";"RESTREPO - Valle del Cauca"
1033;"616";"RIOFRÍO";"76";"RIOFRiO";"Val del sausa";"RIOFRiO-Val del sausa";"76616";"RIOFRÍO - Valle del Cauca"
1034;"622";"ROLDANILLO";"76";"ROLDANIiO";"Val del sausa";"ROLDANIiO-Val del sausa";"76622";"ROLDANILLO - Valle del Cauca"
1035;"670";"SAN PEDRO";"76";"SAN PEDRO";"Val del sausa";"SAN PEDRO-Val del sausa";"76670";"SAN PEDRO - Valle del Cauca"
1036;"736";"SEVILLA";"76";"SEVIiA";"Val del sausa";"SEVIiA-Val del sausa";"76736";"SEVILLA - Valle del Cauca"
1037;"823";"TORO";"76";"TORO";"Val del sausa";"TORO-Val del sausa";"76823";"TORO - Valle del Cauca"
1038;"828";"TRUJILLO";"76";"TRUJIiO";"Val del sausa";"TRUJIiO-Val del sausa";"76828";"TRUJILLO - Valle del Cauca"
1039;"834";"TULUÁ";"76";"TULUa";"Val del sausa";"TULUa-Val del sausa";"76834";"TULUÁ - Valle del Cauca"
1040;"845";"ULLOA";"76";"UiOA";"Val del sausa";"UiOA-Val del sausa";"76845";"ULLOA - Valle del Cauca"
1041;"863";"VERSALLES";"76";"VERSAlS";"Val del sausa";"VERSAlS-Val del sausa";"76863";"VERSALLES - Valle del Cauca"
1042;"869";"VIJES";"76";"VIJES";"Val del sausa";"VIJES-Val del sausa";"76869";"VIJES - Valle del Cauca"
1043;"890";"YOTOCO";"76";"iOTOsO";"Val del sausa";"iOTOsO-Val del sausa";"76890";"YOTOCO - Valle del Cauca"
1044;"892";"YUMBO";"76";"iUnvO";"Val del sausa";"iUnvO-Val del sausa";"76892";"YUMBO - Valle del Cauca"
1045;"895";"ZARZAL";"76";"sARsAL";"Val del sausa";"sARsAL-Val del sausa";"76895";"ZARZAL - Valle del Cauca"
1046;"001";"ARAUCA";"81";"ARAUsA";"Arausa";"ARAUsA-Arausa";"81001";"ARAUCA - Arauca"
1047;"065";"ARAUQUITA";"81";"ARAUQUITA";"Arausa";"ARAUQUITA-Arausa";"81065";"ARAUQUITA - Arauca"
1048;"220";"CRAVO NORTE";"81";"sRAVO NORTE";"Arausa";"sRAVO NORTE-Arausa";"81220";"CRAVO NORTE - Arauca"
1049;"300";"FORTUL";"81";"FORTUL";"Arausa";"FORTUL-Arausa";"81300";"FORTUL - Arauca"
1050;"591";"PUERTO RONDÓN";"81";"PUERTO RONDoN";"Arausa";"PUERTO RONDoN-Arausa";"81591";"PUERTO RONDÓN - Arauca"
1051;"736";"SARAVENA";"81";"SARAVENA";"Arausa";"SARAVENA-Arausa";"81736";"SARAVENA - Arauca"
1052;"794";"TAME";"81";"TAnE";"Arausa";"TAnE-Arausa";"81794";"TAME - Arauca"
1053;"001";"YOPAL";"85";"iOPAL";"sasanare";"iOPAL-sasanare";"85001";"YOPAL - Casanare"
1054;"010";"AGUAZUL";"85";"AjUAsUL";"sasanare";"AjUAsUL-sasanare";"85010";"AGUAZUL - Casanare"
1055;"015";"CHAMEZA";"85";"sAnEsA";"sasanare";"sAnEsA-sasanare";"85015";"CHAMEZA - Casanare"
1056;"125";"HATO COROZAL";"85";"ATO sOROsAL";"sasanare";"ATO sOROsAL-sasanare";"85125";"HATO COROZAL - Casanare"
1057;"136";"LA SALINA";"85";"LA SALINA";"sasanare";"LA SALINA-sasanare";"85136";"LA SALINA - Casanare"
1058;"139";"MANÍ";"85";"nANi";"sasanare";"nANi-sasanare";"85139";"MANÍ - Casanare"
1059;"162";"MONTERREY";"85";"nONTErEi";"sasanare";"nONTErEi-sasanare";"85162";"MONTERREY - Casanare"
1060;"225";"NUNCHÍA";"85";"NUNsiA";"sasanare";"NUNsiA-sasanare";"85225";"NUNCHÍA - Casanare"
1061;"230";"OROCUÉ";"85";"OROsUe";"sasanare";"OROsUe-sasanare";"85230";"OROCUÉ - Casanare"
1062;"250";"PAZ DE ARIPORO";"85";"PAs DE ARIPORO";"sasanare";"PAs DE ARIPORO-sasanare";"85250";"PAZ DE ARIPORO - Casanare"
1063;"263";"PORE";"85";"PORE";"sasanare";"PORE-sasanare";"85263";"PORE - Casanare"
1064;"279";"RECETOR";"85";"REsETOR";"sasanare";"REsETOR-sasanare";"85279";"RECETOR - Casanare"
1065;"300";"SABANALARGA";"85";"SAvANALARjA";"sasanare";"SAvANALARjA-sasanare";"85300";"SABANALARGA - Casanare"
1066;"315";"SÁCAMA";"85";"SasAnA";"sasanare";"SasAnA-sasanare";"85315";"SÁCAMA - Casanare"
